CBUD_RS06720_	CBUD_RS06720_.VFG041426_gb_WP_005772782_.Coxiella_burnetii_Dugway_5J108_111
CBUD_RS08635	CBUD_RS08635.VFG041427_gb_WP_143343646_.Coxiella_burnetii_Dugway_5J108_111
CBUD_RS11275	CBUD_RS11275.VFG041425_gb_WP_011996917_.Coxiella_burnetii_Dugway_5J108_111
CBUD_RS12405	CBUD_RS12405.VFG041423_gb_WP_158300522_.Coxiella_burnetii_Dugway_5J108_111
CBUG_RS02435	CBUG_RS02435.VFG041433_gb_WP_012569786_.Coxiella_burnetii_CbuG_Q212
CBUK_RS06760	CBUK_RS06760.VFG041429_gb_WP_005771199_.Coxiella_burnetii_CbuK_Q154
CBU_0113	CBU_0113.VFG039255_gb_NP_819163_.Coxiella_burnetii_RSA_493
CBU_0122	CBU_0122.VFG046157_gb_NP_819172_.Coxiella_burnetii_RSA_493
CBU_0183	CBU_0183.VFG046162_gb_NP_819229_.Coxiella_burnetii_RSA_493
CBU_0201	CBU_0201.VFG039274_gb_NP_819247_.Coxiella_burnetii_RSA_493
CBU_0270	CBU_0270.VFG039282_gb_NP_819314_.Coxiella_burnetii_RSA_493
CBU_0295	CBU_0295.VFG039287_gb_NP_819338_.Coxiella_burnetii_RSA_493
CBU_0372	CBU_0372.VFG039302_gb_NP_819412_.Coxiella_burnetii_RSA_493
CBU_0469	CBU_0469.VFG039336_gb_NP_819504_.Coxiella_burnetii_RSA_493
CBU_0513	CBU_0513.VFG039341_gb_NP_819545_.Coxiella_burnetii_RSA_493
CBU_0534	CBU_0534.VFG046166_gb_NP_819566_.Coxiella_burnetii_RSA_493
CBU_0590	CBU_0590.VFG039345_gb_NP_819620_.Coxiella_burnetii_RSA_493
CBU_0635	CBU_0635.VFG039356_gb_NP_819665_.Coxiella_burnetii_RSA_493
CBU_0637	CBU_0637.VFG039361_gb_NP_819667_.Coxiella_burnetii_RSA_493
CBU_1079	CBU_1079.VFG039430_gb_NP_820078_.Coxiella_burnetii_RSA_493
CBU_1198	CBU_1198.VFG039446_gb_NP_820193_.Coxiella_burnetii_RSA_493
CBU_1268	CBU_1268.VFG046177_gb_NP_820262_.Coxiella_burnetii_RSA_493
CBU_1349	CBU_1349.VFG046182_gb_NP_820338_.Coxiella_burnetii_RSA_493
CBU_1370	CBU_1370.VFG039464_gb_NP_820359_.Coxiella_burnetii_RSA_493
CBU_1409	CBU_1409.VFG039481_gb_NP_820393_.Coxiella_burnetii_RSA_493
CBU_1434	CBU_1434.VFG039491_gb_NP_820417_.Coxiella_burnetii_RSA_493
CBU_1493	CBU_1493.VFG046187_gb_NP_820476_.Coxiella_burnetii_RSA_493
CBU_1530	CBU_1530.VFG046194_gb_NP_820513_.Coxiella_burnetii_RSA_493
CBU_1566	CBU_1566.VFG039536_gb_NP_820549_.Coxiella_burnetii_RSA_493
CBU_1576	CBU_1576.VFG039545_gb_NP_820559_.Coxiella_burnetii_RSA_493
CBU_1594	CBU_1594.VFG039549_gb_NP_820577_.Coxiella_burnetii_RSA_493
CBU_1607	CBU_1607.VFG039558_gb_NP_820589_.Coxiella_burnetii_RSA_493
CBU_1614	CBU_1614.VFG046196_gb_NP_820596_.Coxiella_burnetii_RSA_493
CBU_1639	CBU_1639.VFG039568_gb_NP_820621_.Coxiella_burnetii_RSA_493
CBU_1665	CBU_1665.VFG039572_gb_NP_820647_.Coxiella_burnetii_RSA_493
CBU_1677	CBU_1677.VFG039580_gb_NP_820659_.Coxiella_burnetii_RSA_493
CBU_1685	CBU_1685.VFG039585_gb_NP_820667_.Coxiella_burnetii_RSA_493
CBU_1752	CBU_1752.VFG046201_gb_NP_820732_.Coxiella_burnetii_RSA_493
CBU_1754	CBU_1754.VFG039605_gb_NP_820734_.Coxiella_burnetii_RSA_493
CBU_1789	CBU_1789.VFG039623_gb_NP_820769_.Coxiella_burnetii_RSA_493
CBU_1790	CBU_1790.VFG039626_gb_NP_820770_.Coxiella_burnetii_RSA_493
CBU_1794	CBU_1794.VFG039631_gb_NP_820773_.Coxiella_burnetii_RSA_493
CBU_1818	CBU_1818.VFG039636_gb_NP_820797_.Coxiella_burnetii_RSA_493
CBU_1819	CBU_1819.VFG046206_gb_NP_820798_.Coxiella_burnetii_RSA_493
CBU_1863	CBU_1863.VFG046211_gb_NP_820840_.Coxiella_burnetii_RSA_493
CBU_2016	CBU_2016.VFG039666_gb_NP_820990_.Coxiella_burnetii_RSA_493
CBU_2028	CBU_2028.VFG039671_gb_NP_821001_.Coxiella_burnetii_RSA_493
CBU_2056	CBU_2056.VFG039681_gb_NP_821027_.Coxiella_burnetii_RSA_493
CBU_2076	CBU_2076.VFG039691_gb_NP_821046_.Coxiella_burnetii_RSA_493
CD0873	CD0873.VFG050217_gb_WP_011860976_.Clostridium_difficile_630
CD2831	CD2831.VFG050212_gb_WP_011861707_.Clostridium_difficile_630
CD3246	CD3246.VFG050213_gb_WP_011861889_.Clostridium_difficile_630
CT274	CT274.VFG044457_gb_NP_219779_.Chlamydia_trachomatis_D_UW_3_CX
CT_006	CT_006.VFG050221_gb_NP_219508_.Chlamydia_trachomatis_D_UW_3_CX
CT_053	CT_053.VFG050223_gb_NP_219556_.Chlamydia_trachomatis_D_UW_3_CX
CT_061	CT_061.VFG042203_gb_NP_219564_.Chlamydia_trachomatis_D_UW_3_CX
CT_082	CT_082.VFG049666_gb_NP_219585_.Chlamydia_trachomatis_D_UW_3_CX
CT_083	CT_083.VFG050224_gb_NP_219586_.Chlamydia_trachomatis_D_UW_3_CX
CT_117	CT_117.VFG050227_gb_NP_219620_.Chlamydia_trachomatis_D_UW_3_CX
CT_134	CT_134.VFG050228_gb_NP_219637_.Chlamydia_trachomatis_D_UW_3_CX
CT_135	CT_135.VFG050229_gb_NP_219638_.Chlamydia_trachomatis_D_UW_3_CX
CT_142	CT_142.VFG050230_gb_NP_219645_.Chlamydia_trachomatis_D_UW_3_CX
CT_143	CT_143.VFG050231_gb_NP_219646_.Chlamydia_trachomatis_D_UW_3_CX
CT_144	CT_144.VFG050232_gb_NP_219647_.Chlamydia_trachomatis_D_UW_3_CX
CT_147	CT_147.VFG050233_gb_NP_219650_.Chlamydia_trachomatis_D_UW_3_CX
CT_156	CT_156.VFG050234_gb_NP_219659_.Chlamydia_trachomatis_D_UW_3_CX
CT_161	CT_161.VFG050235_gb_NP_219664_.Chlamydia_trachomatis_D_UW_3_CX
CT_163	CT_163.VFG050236_gb_NP_219666_.Chlamydia_trachomatis_D_UW_3_CX
CT_179	CT_179.VFG050237_gb_NP_219683_.Chlamydia_trachomatis_D_UW_3_CX
CT_192	CT_192.VFG050238_gb_NP_219696_.Chlamydia_trachomatis_D_UW_3_CX
CT_203	CT_203.VFG050239_gb_NP_219707_.Chlamydia_trachomatis_D_UW_3_CX
CT_222	CT_222.VFG050240_gb_AAC67814_.Chlamydia_trachomatis_D_UW_3_CX
CT_224	CT_224.VFG050242_gb_NP_219729_.Chlamydia_trachomatis_D_UW_3_CX
CT_225	CT_225.VFG050243_gb_NP_219730_.Chlamydia_trachomatis_D_UW_3_CX
CT_226	CT_226.VFG050244_gb_NP_219731_.Chlamydia_trachomatis_D_UW_3_CX
CT_227	CT_227.VFG050245_gb_NP_219732_.Chlamydia_trachomatis_D_UW_3_CX
CT_228	CT_228.VFG049624_gb_NP_219733_.Chlamydia_trachomatis_D_UW_3_CX
CT_249	CT_249.VFG050246_gb_NP_219754_.Chlamydia_trachomatis_D_UW_3_CX
CT_288	CT_288.VFG050247_gb_NP_219793_.Chlamydia_trachomatis_D_UW_3_CX
CT_345	CT_345.VFG050248_gb_NP_219852_.Chlamydia_trachomatis_D_UW_3_CX
CT_358	CT_358.VFG050249_gb_NP_219867_.Chlamydia_trachomatis_D_UW_3_CX
CT_383	CT_383.VFG050250_gb_NP_219893_.Chlamydia_trachomatis_D_UW_3_CX
CT_429	CT_429.VFG050251_gb_NP_219941_.Chlamydia_trachomatis_D_UW_3_CX
CT_440	CT_440.VFG050252_gb_NP_219952_.Chlamydia_trachomatis_D_UW_3_CX
CT_449	CT_449.VFG050254_gb_NP_219962_.Chlamydia_trachomatis_D_UW_3_CX
CT_473	CT_473.VFG050255_gb_NP_219986_.Chlamydia_trachomatis_D_UW_3_CX
CT_483	CT_483.VFG050256_gb_NP_219997_.Chlamydia_trachomatis_D_UW_3_CX
CT_529	CT_529.VFG050257_gb_NP_220044_.Chlamydia_trachomatis_D_UW_3_CX
CT_550	CT_550.VFG050258_gb_NP_220065_.Chlamydia_trachomatis_D_UW_3_CX
CT_560	CT_560.VFG002129_gb_NP_220075_.Chlamydia_trachomatis_D_UW_3_CX
CT_565	CT_565.VFG050259_gb_NP_220080_.Chlamydia_trachomatis_D_UW_3_CX
CT_577	CT_577.VFG002135_gb_NP_220092_.Chlamydia_trachomatis_D_UW_3_CX
CT_584	CT_584.VFG044458_gb_NP_220099_.Chlamydia_trachomatis_D_UW_3_CX
CT_606	CT_606.1.VFG050260_gb_NP_220123_.Chlamydia_trachomatis_D_UW_3_CX
CT_618	CT_618.VFG050261_gb_NP_220135_.Chlamydia_trachomatis_D_UW_3_CX
CT_619	CT_619.VFG050262_gb_NP_220136_.Chlamydia_trachomatis_D_UW_3_CX
CT_620	CT_620.VFG050263_gb_NP_220137_.Chlamydia_trachomatis_D_UW_3_CX
CT_621	CT_621.VFG042197_gb_NP_220138_.Chlamydia_trachomatis_D_UW_3_CX
CT_622	CT_622.VFG044459_gb_NP_220139_.Chlamydia_trachomatis_D_UW_3_CX
CT_652	CT_652.1.VFG050264_gb_NP_220171_.Chlamydia_trachomatis_D_UW_3_CX
CT_656	CT_656.VFG050265_gb_NP_220175_.Chlamydia_trachomatis_D_UW_3_CX
CT_668	CT_668.VFG002143_gb_NP_220187_.Chlamydia_trachomatis_D_UW_3_CX
CT_695	CT_695.VFG050266_gb_NP_220214_.Chlamydia_trachomatis_D_UW_3_CX
CT_711	CT_711.VFG050267_gb_NP_220230_.Chlamydia_trachomatis_D_UW_3_CX
CT_712	CT_712.VFG050268_gb_NP_220231_.Chlamydia_trachomatis_D_UW_3_CX
CT_718	CT_718.VFG042186_gb_NP_220237_.Chlamydia_trachomatis_D_UW_3_CX
CT_847	CT_847.VFG016998_gb_NP_220368_.Chlamydia_trachomatis_D_UW_3_CX
CT_848	CT_848.VFG050271_gb_NP_220369_.Chlamydia_trachomatis_D_UW_3_CX
CT_849	CT_849.VFG050272_gb_NP_220370_.Chlamydia_trachomatis_D_UW_3_CX
CT_850	CT_850.VFG049637_gb_NP_220372_.Chlamydia_trachomatis_D_UW_3_CX
CT_858	CT_858.VFG049684_gb_NP_220380_.Chlamydia_trachomatis_D_UW_3_CX
CT_863	CT_863.VFG002153_gb_NP_220385_.Chlamydia_trachomatis_D_UW_3_CX
C_RS05810+	C_RS05810.VFG042567_gb_WP_000046975_.Escherichia_coli_CFT073	sfaB.VFG012329_gb_WP_000046976_.Escherichia_coli_UTI89
Cj0371	Cj0371.VFG001904_gb_YP_002343808_.Campylobacter_jejuni_subsp._jejuni_NCTC_11168
Cj0883c	Cj0883c.VFG011938_gb_YP_002344283_.Campylobacter_jejuni_subsp._jejuni_NCTC_11168
Cj1135	Cj1135.VFG001936_gb_YP_002344528_.Campylobacter_jejuni_subsp._jejuni_NCTC_11168
Cj1136	Cj1136.VFG001937_gb_YP_002344529_.Campylobacter_jejuni_subsp._jejuni_NCTC_11168
Cj1137c	Cj1137c.VFG001938_gb_YP_002344530_.Campylobacter_jejuni_subsp._jejuni_NCTC_11168
Cj1138	Cj1138.VFG001939_gb_YP_002344531_.Campylobacter_jejuni_subsp._jejuni_NCTC_11168
Cj1145c	Cj1145c.VFG001945_gb_YP_002344537_.Campylobacter_jejuni_subsp._jejuni_NCTC_11168
Cj1279c	Cj1279c.VFG043472_gb_YP_002344670_.Campylobacter_jejuni_subsp._jejuni_NCTC_11168
Cj1416c	Cj1416c.VFG001989_gb_YP_002344799_.Campylobacter_jejuni_subsp._jejuni_NCTC_11168
Cj1417c	Cj1417c.VFG011668_gb_YP_002344800_.Campylobacter_jejuni_subsp._jejuni_NCTC_11168
Cj1418c	Cj1418c.VFG011671_gb_YP_002344801_.Campylobacter_jejuni_subsp._jejuni_NCTC_11168
Cj1419c	Cj1419c.VFG011674_gb_YP_002344802_.Campylobacter_jejuni_subsp._jejuni_NCTC_11168
Cj1420c	Cj1420c.VFG011677_gb_YP_002344803_.Campylobacter_jejuni_subsp._jejuni_NCTC_11168
Cj1421c	Cj1421c.VFG001949_gb_YP_002344804_.Campylobacter_jejuni_subsp._jejuni_NCTC_11168
Cj1422c	Cj1422c.VFG001950_gb_YP_002344805_.Campylobacter_jejuni_subsp._jejuni_NCTC_11168
Cj1426c	Cj1426c.VFG001954_gb_YP_002344809_.Campylobacter_jejuni_subsp._jejuni_NCTC_11168
Cj1427c	Cj1427c.VFG001955_gb_YP_002344810_.Campylobacter_jejuni_subsp._jejuni_NCTC_11168
Cj1429c	Cj1429c.VFG001957_gb_YP_002344812_.Campylobacter_jejuni_subsp._jejuni_NCTC_11168
Cj1432c	Cj1432c.VFG001960_gb_YP_002344815_.Campylobacter_jejuni_subsp._jejuni_NCTC_11168
Cj1433c	Cj1433c.VFG001961_gb_YP_002344816_.Campylobacter_jejuni_subsp._jejuni_NCTC_11168
Cj1434c	Cj1434c.VFG001962_gb_YP_002344817_.Campylobacter_jejuni_subsp._jejuni_NCTC_11168
Cj1435c	Cj1435c.VFG001963_gb_YP_002344818_.Campylobacter_jejuni_subsp._jejuni_NCTC_11168
Cj1436c	Cj1436c.VFG001964_gb_YP_002344819_.Campylobacter_jejuni_subsp._jejuni_NCTC_11168
Cj1437c	Cj1437c.VFG001965_gb_YP_002344820_.Campylobacter_jejuni_subsp._jejuni_NCTC_11168
Cj1438c	Cj1438c.VFG001966_gb_YP_002344821_.Campylobacter_jejuni_subsp._jejuni_NCTC_11168
Cj1440c	Cj1440c.VFG001968_gb_YP_002344823_.Campylobacter_jejuni_subsp._jejuni_NCTC_11168
Cj1442c	Cj1442c.VFG001970_gb_YP_002344825_.Campylobacter_jejuni_subsp._jejuni_NCTC_11168
DIP_RS14950	DIP_RS14950.VFG050289_gb_WP_010934515_.Corynebacterium_diphtheriae_NCTC_13129
DIP_RS17590	DIP_RS17590.VFG050290_gb_WP_010934947_.Corynebacterium_diphtheriae_NCTC_13129
DIP_RS19245	DIP_RS19245.VFG050291_gb_WP_014302131_.Corynebacterium_diphtheriae_NCTC_13129
DIP_RS20575	DIP_RS20575.VFG050293_gb_WP_010935399_.Corynebacterium_diphtheriae_NCTC_13129
DIP_RS23695	DIP_RS23695.VFG050292_gb_WP_010935564_.Corynebacterium_diphtheriae_NCTC_13129
EF0149	EF0149.VFG002171_gb_WP_011109430_.Enterococcus_faecalis_V583
EF0485+	EF0485.VFG002172_gb_WP_010710127_.Enterococcus_faecalis_V583	prgB_asc10.VFG002164_gb_WP_002395058_.Enterococcus_faecalis_V583
EF0818	EF0818.VFG002195_gb_WP_002399773_.Enterococcus_faecalis_V583
EF3023	EF3023.VFG002196_gb_WP_011109578_.Enterococcus_faecalis_V583
FTT_RS04105	FTT_RS04105.VFG046628_gb_WP_003020689_.Francisella_tularensis_subsp._tularensis_SCHU_S4
FTT_RS04115	FTT_RS04115.VFG046662_gb_WP_003020697_.Francisella_tularensis_subsp._tularensis_SCHU_S4
FTT_RS04120	FTT_RS04120.VFG046680_gb_WP_003020700_.Francisella_tularensis_subsp._tularensis_SCHU_S4
FTT_RS04125	FTT_RS04125.VFG046694_gb_WP_003020703_.Francisella_tularensis_subsp._tularensis_SCHU_S4
FTT_RS04130	FTT_RS04130.VFG046706_gb_WP_003025505_.Francisella_tularensis_subsp._tularensis_SCHU_S4
FTT_RS04135	FTT_RS04135.VFG046718_gb_WP_003016706_.Francisella_tularensis_subsp._tularensis_SCHU_S4
FTT_RS04140	FTT_RS04140.VFG046732_gb_WP_003020707_.Francisella_tularensis_subsp._tularensis_SCHU_S4
FTT_RS04145	FTT_RS04145.VFG046747_gb_WP_003020709_.Francisella_tularensis_subsp._tularensis_SCHU_S4
FTT_RS04150	FTT_RS04150.VFG046763_gb_WP_003020711_.Francisella_tularensis_subsp._tularensis_SCHU_S4
FTT_RS04155	FTT_RS04155.VFG046781_gb_WP_003016697_.Francisella_tularensis_subsp._tularensis_SCHU_S4
FTT_RS04695	FTT_RS04695.VFG046318_gb_WP_003020917_.Francisella_tularensis_subsp._tularensis_SCHU_S4
FTT_RS09560	FTT_RS09560.VFG044194_gb_WP_003028588_.Francisella_tularensis_subsp._tularensis_SCHU_S4
GBS_RS03565	GBS_RS03565.VFG005277_gb_WP_000777402_.Streptococcus_agalactiae_NEM316
GBS_RS03570	GBS_RS03570.VFG005280_gb_WP_000815035_.Streptococcus_agalactiae_NEM316
